"Data Source","World Development Indicators",

"Last Updated Date","2020-10-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Employment in industry; female (% of female employment) (modeled ILO estimate)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Employment in industry; female (% of female employment) (modeled ILO estimate)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.6859998703003","14.4549999237061","13.7799997329712","13.0729999542236","13.4200000762939","12.9689998626709","12.5699996948242","12.1890001296997","11.7580003738403","11.2360000610352","10.5270004272461","11.3909997940063","11.4219999313354","11.1090002059937","11.4879999160767","11.7299995422363","12.6330003738403","12.9329996109009","14.6160001754761","16.2800006866455","17.2390003204346","18.9340000152588","20.0580005645752","21.0629997253418","21.9330005645752","22.9540004730225","24.2789993286133","24.4759998321533","24.6909999847412","24.8449993133545",
"Angola","AGO","Employment in industry; female (% of female employment) (modeled ILO estimate)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.92200005054474","1.89600002765656","1.83399999141693","1.807000041008","1.83500003814697","1.86099994182587","1.88999998569489","1.91100001335144","1.84200000762939","1.81299996376038","1.82700002193451","1.87699997425079","1.83299994468689","1.83599996566772","1.70700001716614","1.58700001239777","1.48800003528595","1.36199998855591","1.27600002288818","1.16199994087219","1.11500000953674","1.14400005340576","1.15499997138977","1.16799998283386","1.1710000038147","1.16299998760223","1.13399994373322","1.1139999628067","1.10500001907349","1.10300004482269",
"Albania","ALB","Employment in industry; female (% of female employment) (modeled ILO estimate)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.55700016021729","7.37900018692017","7.41300010681152","7.46299982070923","7.42399978637695","7.26800012588501","7.01900005340576","7.01900005340576","7.05100011825562","7.13399982452393","7.22800016403198","7.39400005340576","7.58599996566772","7.72100019454956","7.93100023269653","8.30500030517578","8.55000019073486","8.8459997177124","10.2620000839233","10.6429996490479","11.423999786377","10.5769996643066","10.2399997711182","11.6709995269775","13.8920001983643","14.4589996337891","15.1319999694824","15.6990003585815","15.9779996871948","16.1900005340576",
"Andorra","AND","Employment in industry; female (% of female employment) (modeled ILO estimate)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Employment in industry; female (% of female employment) (modeled ILO estimate)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.0138326584763","13.2533021244875","12.7789719908034","12.3838768121752","12.5322037315289","12.3580434589243","12.2397699479374","12.5191299642202","12.8816318458959","11.7101959381218","12.525195523008","12.5076749142544","11.4028063327556","11.193394245861","10.8026234773695","10.8304663980118","10.6009653589964","10.4377489676708","10.1525459111819","10.2765372361962","9.89157444875735","9.98383180194531","9.87122538912624","9.59623105727973","9.61142567369894","9.59552946124449","9.62250374998407","9.53805587470164","9.42950147598488","9.38810479236638",
"United Arab Emirates","ARE","Employment in industry; female (% of female employment) (modeled ILO estimate)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.6059999465942","14.4320001602173","14.2840003967285","14.0659999847412","13.7779998779297","13.6909999847412","13.6700000762939","13.7080001831055","13.6929998397827","13.6560001373291","12.8190002441406","11.9890003204346","11.1420001983643","10.3640003204346","9.72900009155273","9.17199993133545","8.68400001525879","8.27099990844727","7.89900016784668","7.5019998550415","7.1230001449585","6.80000019073486","6.5310001373291","6.32299995422363","6.16300010681152","5.94199991226196","5.67600011825562","5.53399991989136","5.46199989318848","5.40999984741211",
"Argentina","ARG","Employment in industry; female (% of female employment) (modeled ILO estimate)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.003999710083","19.1049995422363","16.306999206543","14.6230001449585","15.0950002670288","12.5620002746582","11.6899995803833","10.8009996414185","10.8610000610352","10.3540000915527","10.4589996337891","9.4370002746582","11.2299995422363","10.8579998016357","10.6780004501343","10.6780004501343","10.4709997177124","10.2379999160767","9.6879997253418","9.44400024414063","10.0209999084473","9.5290002822876","8.98499965667725","8.39099979400635","8.6569995880127","8.89000034332275","9.16600036621094","9.13599967956543","8.82900047302246","8.61200046539307",
"Armenia","ARM","Employment in industry; female (% of female employment) (modeled ILO estimate)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1549997329712","9.83300018310547","9.53299999237061","9.46100044250488","9.29599952697754","9.09700012207031","8.92700004577637","8.82600021362305","8.67800045013428","8.58899974822998","8.45899963378906","8.38500022888184","8.31799983978271","8.21500015258789","8.0310001373291","7.90799999237061","7.87799978256226","6.5479998588562","5.38399982452393","5.82399988174438","6.37599992752075","7.51300001144409","6.50099992752075","8.05799961090088","7.53399991989136","7.85699987411499","8.79599952697754","8.85200023651123","8.97200012207031","9.18900012969971",
"American Samoa","ASM","Employment in industry; female (% of female employment) (modeled ILO estimate)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Employment in industry; female (% of female employment) (modeled ILO estimate)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Employment in industry; female (% of female employment) (modeled ILO estimate)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4440002441406","12.2589998245239","12.1459999084473","12.0459995269775","11.6059999465942","11.3090000152588","11.1219997406006","10.7049999237061","10.2810001373291","10.2299995422363","9.50899982452393","9.5310001373291","9.53600025177002","9.36200046539307","9.3100004196167","9.49699974060059","9.32499980926514","9.30900001525879","8.89599990844727","8.61299991607666","8.5310001373291","8.35999965667725","8.29899978637695","8.10900020599365","7.65899991989136","7.90399980545044","7.62799978256226","8.14900016784668","8.08899974822998","8.01500034332275",
"Austria","AUT","Employment in industry; female (% of female employment) (modeled ILO estimate)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.0949993133545","17.863000869751","17.3759994506836","17.1919994354248","17.5130004882813","15.5790004730225","14.6009998321533","14.2279996871948","14","14.1599998474121","13.8009996414185","12.9580001831055","13.0690002441406","13.289999961853","12.8979997634888","13.41100025177","12.9759998321533","12.2609996795654","11.414999961853","11.4700002670288","12.4490003585815","12.6569995880127","13.0069999694824","12.6960000991821","12.1389999389648","11.9790000915527","11.4040002822876","11.8610000610352","11.7159996032715","11.5550003051758",
"Azerbaijan","AZE","Employment in industry; female (% of female employment) (modeled ILO estimate)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.40999984741211","9.15299987792969","8.8459997177124","8.46700000762939","8.14400005340576","8.0959997177124","7.86299991607666","7.80800008773804","7.80499982833862","7.5149998664856","7.2189998626709","7.47800016403198","7.88700008392334","8.27700042724609","8.67199993133545","4.04099988937378","3.73799991607666","6.06699991226196","5.53499984741211","6.09600019454956","6.17399978637695","6.19299983978271","6.01200008392334","6.1560001373291","5.8769998550415","6.01900005340576","5.98000001907349","5.94799995422363","6.05399990081787","6.11800003051758",
